nLinks,seed,link_index,goodput_Mbps,goodput_MBps
5,4,0,5.7519,0.7190
5,4,1,5.4850,0.6856
5,4,2,5.8697,0.7337
5,4,3,5.5792,0.6974
5,4,4,5.5478,0.6935
