nLinks,seed,link_index,goodput_Mbps,goodput_MBps
8,19,0,3.5066,0.4383
8,19,1,3.0408,0.3801
8,19,2,3.0199,0.3775
8,19,3,3.7186,0.4648
8,19,4,3.3784,0.4223
8,19,5,3.3077,0.4135
8,19,6,3.3287,0.4161
8,19,7,3.4543,0.4318
