nLinks,seed,link_index,goodput_Mbps,goodput_MBps
5,18,0,5.2887,0.6611
5,18,1,5.1448,0.6431
5,18,2,6.2308,0.7789
5,18,3,5.5138,0.6892
5,18,4,6.0738,0.7592
