nLinks,seed,link_index,goodput_Mbps,goodput_MBps
7,19,0,3.9567,0.4946
7,19,1,4.1870,0.5234
7,19,2,4.1242,0.5155
7,19,3,3.4255,0.4282
7,19,4,4.1582,0.5198
7,19,5,3.4831,0.4354
7,19,6,3.6950,0.4619
