nLinks,seed,link_index,goodput_Mbps,goodput_MBps
7,4,0,3.8233,0.4779
7,4,1,3.7945,0.4743
7,4,2,3.7029,0.4629
7,4,3,3.9646,0.4956
7,4,4,3.5851,0.4481
7,4,5,4.0274,0.5034
7,4,6,4.1635,0.5204
