nLinks,seed,link_index,goodput_Mbps,goodput_MBps
5,16,0,4.9983,0.6248
5,16,1,5.6708,0.7088
5,16,2,6.3329,0.7916
5,16,3,5.7545,0.7193
5,16,4,5.6786,0.7098
