nLinks,seed,link_index,goodput_Mbps,goodput_MBps
5,13,0,5.5923,0.6990
5,13,1,5.6891,0.7111
5,13,2,5.6734,0.7092
5,13,3,5.5923,0.6990
5,13,4,5.5609,0.6951
