nLinks,seed,link_index,goodput_Mbps,goodput_MBps
8,2,0,3.3679,0.4210
8,2,1,3.5930,0.4491
8,2,2,3.1036,0.3880
8,2,3,3.3863,0.4233
8,2,4,3.2109,0.4014
8,2,5,3.1324,0.3916
8,2,6,3.3261,0.4158
8,2,7,3.5485,0.4436
