nLinks,seed,link_index,goodput_Mbps,goodput_MBps
5,7,0,9.3698,1.1712
5,7,1,9.3771,1.1721
5,7,2,9.7591,1.2199
5,7,3,9.3549,1.1694
5,7,4,9.2992,1.1624
