nLinks,seed,link_index,goodput_Mbps,goodput_MBps
7,13,0,6.4905,0.8113
7,13,1,6.3539,0.7942
7,13,2,6.4400,0.8050
7,13,3,6.1642,0.7705
7,13,4,6.2010,0.7751
7,13,5,6.1531,0.7691
7,13,6,6.4682,0.8085
