nLinks,seed,link_index,goodput_Mbps,goodput_MBps
5,16,0,9.3133,1.1642
5,16,1,9.3870,1.1734
5,16,2,9.9475,1.2434
5,16,3,9.3386,1.1673
5,16,4,9.2071,1.1509
