nLinks,seed,link_index,goodput_Mbps,goodput_MBps
7,12,0,6.4485,0.8061
7,12,1,6.1518,0.7690
7,12,2,6.2605,0.7826
7,12,3,6.4404,0.8051
7,12,4,6.3929,0.7991
7,12,5,6.2160,0.7770
7,12,6,6.2267,0.7783
