nLinks,seed,link_index,goodput_Mbps,goodput_MBps
5,19,0,9.3647,1.1706
5,19,1,9.1806,1.1476
5,19,2,9.7968,1.2246
5,19,3,9.3412,1.1676
5,19,4,9.4589,1.1824
