nLinks,seed,link_index,goodput_Mbps,goodput_MBps
6,6,0,7.2172,0.9021
6,6,1,7.4818,0.9352
6,6,2,7.6959,0.9620
6,6,3,7.7482,0.9685
6,6,4,7.5820,0.9478
6,6,5,7.5443,0.9430
