nLinks,seed,link_index,goodput_Mbps,goodput_MBps
5,12,0,9.3647,1.1706
5,12,1,9.1694,1.1462
5,12,2,9.5891,1.1986
5,12,3,9.5792,1.1974
5,12,4,9.3805,1.1726
