nLinks,seed,link_index,goodput_Mbps,goodput_MBps
5,17,0,9.4837,1.1855
5,17,1,9.2508,1.1563
5,17,2,9.7775,1.2222
5,17,3,9.2803,1.1600
5,17,4,9.4940,1.1868
