nLinks,seed,link_index,goodput_Mbps,goodput_MBps
7,5,0,6.6198,0.8275
7,5,1,6.0803,0.7600
7,5,2,6.1227,0.7653
7,5,3,6.3573,0.7947
7,5,4,6.1145,0.7643
7,5,5,6.3436,0.7930
7,5,6,6.4049,0.8006
