nLinks,seed,link_index,goodput_Mbps,goodput_MBps
8,20,0,5.5857,0.6982
8,20,1,5.1990,0.6499
8,20,2,5.4058,0.6757
8,20,3,5.6782,0.7098
8,20,4,5.4174,0.6772
8,20,5,5.3159,0.6645
8,20,6,5.4889,0.6861
8,20,7,5.6589,0.7074
