nLinks,seed,link_index,goodput_Mbps,goodput_MBps
8,17,0,5.5437,0.6930
8,17,1,5.4328,0.6791
8,17,2,5.2945,0.6618
8,17,3,5.4975,0.6872
8,17,4,5.4375,0.6797
8,17,5,5.4152,0.6769
8,17,6,5.3647,0.6706
8,17,7,5.7009,0.7126
