nLinks,seed,link_index,goodput_Mbps,goodput_MBps
5,11,0,9.3322,1.1665
5,11,1,9.3463,1.1683
5,11,2,9.8430,1.2304
5,11,3,9.3549,1.1694
5,11,4,9.2183,1.1523
