nLinks,seed,link_index,goodput_Mbps,goodput_MBps
6,13,0,4.3751,0.5469
6,13,1,4.4449,0.5556
6,13,2,4.4749,0.5594
6,13,3,4.6066,0.5758
6,13,4,4.3475,0.5434
6,13,5,4.5124,0.5641
