nLinks,seed,link_index,goodput_Mbps,goodput_MBps
6,15,0,4.4030,0.5504
6,15,1,4.5743,0.5718
6,15,2,4.4178,0.5522
6,15,3,4.4513,0.5564
6,15,4,4.4493,0.5562
6,15,5,4.5387,0.5673
