nLinks,seed,link_index,goodput_Mbps,goodput_MBps
5,11,0,5.5239,0.6905
5,11,1,5.3331,0.6666
5,11,2,5.8577,0.7322
5,11,3,5.3311,0.6664
5,11,4,5.5000,0.6875
