nLinks,seed,link_index,goodput_Mbps,goodput_MBps
5,17,0,5.5331,0.6916
5,17,1,5.4034,0.6754
5,17,2,5.6054,0.7007
5,17,3,5.4485,0.6811
5,17,4,5.5786,0.6973
