nLinks,seed,link_index,goodput_Mbps,goodput_MBps
7,18,0,3.7687,0.4711
7,18,1,3.5775,0.4472
7,18,2,3.7739,0.4717
7,18,3,3.7707,0.4713
7,18,4,3.7619,0.4702
7,18,5,3.6985,0.4623
7,18,6,3.8003,0.4750
