nLinks,seed,link_index,goodput_Mbps,goodput_MBps
6,9,0,4.4797,0.5600
6,9,1,4.3803,0.5475
6,9,2,4.3855,0.5482
6,9,3,4.6066,0.5758
6,9,4,4.4861,0.5608
6,9,5,4.5072,0.5634
