nLinks,seed,link_index,goodput_Mbps,goodput_MBps
7,19,0,3.8290,0.4786
7,19,1,3.7300,0.4662
7,19,2,3.7891,0.4736
7,19,3,3.6845,0.4606
7,19,4,3.8458,0.4807
7,19,5,3.6957,0.4620
7,19,6,3.7528,0.4691
