nLinks,seed,link_index,goodput_Mbps,goodput_MBps
5,4,0,5.5595,0.6949
5,4,1,5.4481,0.6810
5,4,2,5.6956,0.7119
5,4,3,5.4896,0.6862
5,4,4,5.4030,0.6754
