separation,seed,link_index,start_s,end_s,payload_bytes,late_payload_bytes
80,16,0,0.5,0.6,373888,0
80.0,16,0,0.6,0.7,378304,0
80.0,16,0,0.7,0.8,379776,0
80.0,16,0,0.8,0.9,373888,0
80.0,16,0,0.9,1.0,373888,0
80.0,16,0,1.0,1.1,372416,0
80.0,16,0,1.1,1.2,375360,0
80.0,16,0,1.2,1.3,375360,0
80.0,16,0,1.3,1.4,375360,0
80.0,16,0,1.4,1.5,373888,0
80.0,16,0,1.5,1.6,375360,0
80.0,16,0,1.6,1.7,375360,0
80.0,16,0,1.7,1.8,381248,0
80.0,16,0,1.8,1.9,373888,0
80.0,16,0,1.9,2.0,375360,0
80.0,16,0,2.0,2.1,80960,0
80.0,16,0,2.1,2.2,142784,0
80.0,16,0,2.2,2.3,158976,0
80.0,16,0,2.3,2.4,195776,0
80.0,16,0,2.4,2.5,120704,0
80.0,16,0,2.5,2.6,116288,0
80.0,16,0,2.6,2.7,94208,0
80.0,16,0,2.7,2.8,156032,0
80.0,16,0,2.8,2.9,125120,0
80.0,16,0,2.9,3.0,167808,0
80.0,16,0,3.0,3.1,104512,0
80.0,16,0,3.1,3.2,105984,0
80.0,16,0,3.2,3.3,148672,0
80.0,16,0,3.3,3.4,110400,0
80.0,16,0,3.4,3.5,147200,0
80.0,16,0,3.5,3.6,136896,0
80.0,16,0,3.6,3.7,126592,0
80.0,16,0,3.7,3.8,132480,0
80.0,16,0,3.8,3.9,141312,0
80.0,16,0,3.9,4.0,133952,0
80.0,16,0,4.0,4.1,372416,0
80.0,16,0,4.1,4.2,372416,0
80.0,16,0,4.2,4.3,375360,0
80.0,16,0,4.3,4.4,375360,0
80.0,16,0,4.4,4.5,376832,0
80.0,16,0,4.5,4.6,376832,0
80.0,16,0,4.6,4.7,375360,0
80.0,16,0,4.7,4.8,370944,0
80.0,16,0,4.8,4.9,370944,0
80.0,16,0,4.9,5.0,379776,0
80.0,16,0,5.0,5.1,375360,0
80.0,16,0,5.1,5.2,375360,0
80.0,16,0,5.2,5.3,384192,0
80.0,16,0,5.3,5.4,378304,0
80.0,16,0,5.4,5.5,379776,0
80.0,16,1,0.5,0.6,0,1472
80.0,16,1,0.6,0.7,0,1472
80.0,16,1,0.7,0.8,0,1472
80.0,16,1,0.8,0.9,0,1472
80.0,16,1,0.9,1.0,0,1472
80.0,16,1,1.0,1.1,0,1472
80.0,16,1,1.1,1.2,0,1472
80.0,16,1,1.2,1.3,0,1472
80.0,16,1,1.3,1.4,0,1472
80.0,16,1,1.4,1.5,0,1472
80.0,16,1,1.5,1.6,0,1472
80.0,16,1,1.6,1.7,0,1472
80.0,16,1,1.7,1.8,0,1472
80.0,16,1,1.8,1.9,0,1472
80.0,16,1,1.9,2.0,0,1472
80.0,16,1,2.0,2.1,191360,1472
80.0,16,1,2.1,2.2,147200,1472
80.0,16,1,2.2,2.3,114816,1472
80.0,16,1,2.3,2.4,86848,1472
80.0,16,1,2.4,2.5,123648,1472
80.0,16,1,2.5,2.6,164864,1472
80.0,16,1,2.6,2.7,186944,1472
80.0,16,1,2.7,2.8,122176,1472
80.0,16,1,2.8,2.9,147200,1472
80.0,16,1,2.9,3.0,105984,1472
80.0,16,1,3.0,3.1,184000,1472
80.0,16,1,3.1,3.2,176640,1472
80.0,16,1,3.2,3.3,104512,1472
80.0,16,1,3.3,3.4,160448,1472
80.0,16,1,3.4,3.5,129536,1472
80.0,16,1,3.5,3.6,139840,1472
80.0,16,1,3.6,3.7,144256,1472
80.0,16,1,3.7,3.8,139840,1472
80.0,16,1,3.8,3.9,138368,1472
80.0,16,1,3.9,4.0,154560,1472
80.0,16,1,4.0,4.1,1472,1472
80.0,16,1,4.1,4.2,0,1472
80.0,16,1,4.2,4.3,0,1472
80.0,16,1,4.3,4.4,0,1472
80.0,16,1,4.4,4.5,0,1472
80.0,16,1,4.5,4.6,0,1472
80.0,16,1,4.6,4.7,0,1472
80.0,16,1,4.7,4.8,0,1472
80.0,16,1,4.8,4.9,0,1472
80.0,16,1,4.9,5.0,0,1472
80.0,16,1,5.0,5.1,0,1472
80.0,16,1,5.1,5.2,0,1472
80.0,16,1,5.2,5.3,0,1472
80.0,16,1,5.3,5.4,0,1472
80.0,16,1,5.4,5.5,0,1472
