separation,seed,link_index,start_s,end_s,payload_bytes,late_payload_bytes
80,15,0,0.5,0.6,372416,0
80.0,15,0,0.6,0.7,381248,0
80.0,15,0,0.7,0.8,373888,0
80.0,15,0,0.8,0.9,372416,0
80.0,15,0,0.9,1.0,373888,0
80.0,15,0,1.0,1.1,372416,0
80.0,15,0,1.1,1.2,373888,0
80.0,15,0,1.2,1.3,379776,0
80.0,15,0,1.3,1.4,378304,0
80.0,15,0,1.4,1.5,378304,0
80.0,15,0,1.5,1.6,379776,0
80.0,15,0,1.6,1.7,370944,0
80.0,15,0,1.7,1.8,373888,0
80.0,15,0,1.8,1.9,373888,0
80.0,15,0,1.9,2.0,376832,0
80.0,15,0,2.0,2.1,176640,0
80.0,15,0,2.1,2.2,167808,0
80.0,15,0,2.2,2.3,135424,0
80.0,15,0,2.3,2.4,132480,0
80.0,15,0,2.4,2.5,82432,0
80.0,15,0,2.5,2.6,119232,0
80.0,15,0,2.6,2.7,55936,0
80.0,15,0,2.7,2.8,151616,0
80.0,15,0,2.8,2.9,129536,0
80.0,15,0,2.9,3.0,126592,0
80.0,15,0,3.0,3.1,164864,0
80.0,15,0,3.1,3.2,94208,0
80.0,15,0,3.2,3.3,166336,0
80.0,15,0,3.3,3.4,141312,0
80.0,15,0,3.4,3.5,111872,0
80.0,15,0,3.5,3.6,173696,0
80.0,15,0,3.6,3.7,164864,0
80.0,15,0,3.7,3.8,131008,0
80.0,15,0,3.8,3.9,104512,0
80.0,15,0,3.9,4.0,133952,0
80.0,15,0,4.0,4.1,370944,0
80.0,15,0,4.1,4.2,376832,0
80.0,15,0,4.2,4.3,375360,0
80.0,15,0,4.3,4.4,379776,0
80.0,15,0,4.4,4.5,375360,0
80.0,15,0,4.5,4.6,372416,0
80.0,15,0,4.6,4.7,370944,0
80.0,15,0,4.7,4.8,373888,0
80.0,15,0,4.8,4.9,375360,0
80.0,15,0,4.9,5.0,373888,0
80.0,15,0,5.0,5.1,370944,0
80.0,15,0,5.1,5.2,376832,0
80.0,15,0,5.2,5.3,376832,0
80.0,15,0,5.3,5.4,376832,0
80.0,15,0,5.4,5.5,381248,0
80.0,15,1,0.5,0.6,0,1472
80.0,15,1,0.6,0.7,0,1472
80.0,15,1,0.7,0.8,0,1472
80.0,15,1,0.8,0.9,0,1472
80.0,15,1,0.9,1.0,0,1472
80.0,15,1,1.0,1.1,0,1472
80.0,15,1,1.1,1.2,0,1472
80.0,15,1,1.2,1.3,0,1472
80.0,15,1,1.3,1.4,0,1472
80.0,15,1,1.4,1.5,0,1472
80.0,15,1,1.5,1.6,0,1472
80.0,15,1,1.6,1.7,0,1472
80.0,15,1,1.7,1.8,0,1472
80.0,15,1,1.8,1.9,0,1472
80.0,15,1,1.9,2.0,0,1472
80.0,15,1,2.0,2.1,117760,1472
80.0,15,1,2.1,2.2,105984,1472
80.0,15,1,2.2,2.3,153088,1472
80.0,15,1,2.3,2.4,125120,1472
80.0,15,1,2.4,2.5,186944,1472
80.0,15,1,2.5,2.6,170752,1472
80.0,15,1,2.6,2.7,201664,1472
80.0,15,1,2.7,2.8,122176,1472
80.0,15,1,2.8,2.9,139840,1472
80.0,15,1,2.9,3.0,160448,1472
80.0,15,1,3.0,3.1,97152,1472
80.0,15,1,3.1,3.2,175168,1472
80.0,15,1,3.2,3.3,92736,1472
80.0,15,1,3.3,3.4,100096,1472
80.0,15,1,3.4,3.5,151616,1472
80.0,15,1,3.5,3.6,101568,1472
80.0,15,1,3.6,3.7,136896,1472
80.0,15,1,3.7,3.8,122176,1472
80.0,15,1,3.8,3.9,167808,1472
80.0,15,1,3.9,4.0,164864,1472
80.0,15,1,4.0,4.1,1472,1472
80.0,15,1,4.1,4.2,0,1472
80.0,15,1,4.2,4.3,0,1472
80.0,15,1,4.3,4.4,0,1472
80.0,15,1,4.4,4.5,0,1472
80.0,15,1,4.5,4.6,0,1472
80.0,15,1,4.6,4.7,0,1472
80.0,15,1,4.7,4.8,0,1472
80.0,15,1,4.8,4.9,0,1472
80.0,15,1,4.9,5.0,0,1472
80.0,15,1,5.0,5.1,0,1472
80.0,15,1,5.1,5.2,0,1472
80.0,15,1,5.2,5.3,0,1472
80.0,15,1,5.3,5.4,0,1472
80.0,15,1,5.4,5.5,0,1472
