separation,seed,link_index,start_s,end_s,payload_bytes,late_payload_bytes
80,9,0,0.5,0.6,372416,0
80.0,9,0,0.6,0.7,373888,0
80.0,9,0,0.7,0.8,376832,0
80.0,9,0,0.8,0.9,373888,0
80.0,9,0,0.9,1.0,379776,0
80.0,9,0,1.0,1.1,378304,0
80.0,9,0,1.1,1.2,378304,0
80.0,9,0,1.2,1.3,375360,0
80.0,9,0,1.3,1.4,375360,0
80.0,9,0,1.4,1.5,376832,0
80.0,9,0,1.5,1.6,376832,0
80.0,9,0,1.6,1.7,370944,0
80.0,9,0,1.7,1.8,379776,0
80.0,9,0,1.8,1.9,373888,0
80.0,9,0,1.9,2.0,375360,0
80.0,9,0,2.0,2.1,129536,0
80.0,9,0,2.1,2.2,82432,0
80.0,9,0,2.2,2.3,101568,0
80.0,9,0,2.3,2.4,116288,0
80.0,9,0,2.4,2.5,189888,0
80.0,9,0,2.5,2.6,117760,0
80.0,9,0,2.6,2.7,128064,0
80.0,9,0,2.7,2.8,151616,0
80.0,9,0,2.8,2.9,142784,0
80.0,9,0,2.9,3.0,122176,0
80.0,9,0,3.0,3.1,153088,0
80.0,9,0,3.1,3.2,161920,0
80.0,9,0,3.2,3.3,123648,0
80.0,9,0,3.3,3.4,97152,0
80.0,9,0,3.4,3.5,122176,0
80.0,9,0,3.5,3.6,97152,0
80.0,9,0,3.6,3.7,151616,0
80.0,9,0,3.7,3.8,138368,0
80.0,9,0,3.8,3.9,164864,0
80.0,9,0,3.9,4.0,160448,0
80.0,9,0,4.0,4.1,368000,0
80.0,9,0,4.1,4.2,379776,0
80.0,9,0,4.2,4.3,375360,0
80.0,9,0,4.3,4.4,373888,0
80.0,9,0,4.4,4.5,372416,0
80.0,9,0,4.5,4.6,373888,0
80.0,9,0,4.6,4.7,378304,0
80.0,9,0,4.7,4.8,376832,0
80.0,9,0,4.8,4.9,373888,0
80.0,9,0,4.9,5.0,372416,0
80.0,9,0,5.0,5.1,375360,0
80.0,9,0,5.1,5.2,376832,0
80.0,9,0,5.2,5.3,372416,0
80.0,9,0,5.3,5.4,375360,0
80.0,9,0,5.4,5.5,375360,0
80.0,9,1,0.5,0.6,0,0
80.0,9,1,0.6,0.7,0,0
80.0,9,1,0.7,0.8,0,0
80.0,9,1,0.8,0.9,0,0
80.0,9,1,0.9,1.0,0,0
80.0,9,1,1.0,1.1,0,0
80.0,9,1,1.1,1.2,0,0
80.0,9,1,1.2,1.3,0,0
80.0,9,1,1.3,1.4,0,0
80.0,9,1,1.4,1.5,0,0
80.0,9,1,1.5,1.6,0,0
80.0,9,1,1.6,1.7,0,0
80.0,9,1,1.7,1.8,0,0
80.0,9,1,1.8,1.9,0,0
80.0,9,1,1.9,2.0,0,0
80.0,9,1,2.0,2.1,142784,0
80.0,9,1,2.1,2.2,173696,0
80.0,9,1,2.2,2.3,192832,0
80.0,9,1,2.3,2.4,139840,0
80.0,9,1,2.4,2.5,76544,0
80.0,9,1,2.5,2.6,164864,0
80.0,9,1,2.6,2.7,144256,0
80.0,9,1,2.7,2.8,132480,0
80.0,9,1,2.8,2.9,147200,0
80.0,9,1,2.9,3.0,157504,0
80.0,9,1,3.0,3.1,117760,0
80.0,9,1,3.1,3.2,104512,0
80.0,9,1,3.2,3.3,172224,0
80.0,9,1,3.3,3.4,172224,0
80.0,9,1,3.4,3.5,131008,0
80.0,9,1,3.5,3.6,156032,0
80.0,9,1,3.6,3.7,153088,0
80.0,9,1,3.7,3.8,113344,0
80.0,9,1,3.8,3.9,103040,0
80.0,9,1,3.9,4.0,105984,0
80.0,9,1,4.0,4.1,0,0
80.0,9,1,4.1,4.2,0,0
80.0,9,1,4.2,4.3,0,0
80.0,9,1,4.3,4.4,0,0
80.0,9,1,4.4,4.5,0,0
80.0,9,1,4.5,4.6,0,0
80.0,9,1,4.6,4.7,0,0
80.0,9,1,4.7,4.8,0,0
80.0,9,1,4.8,4.9,0,0
80.0,9,1,4.9,5.0,0,0
80.0,9,1,5.0,5.1,0,0
80.0,9,1,5.1,5.2,0,0
80.0,9,1,5.2,5.3,0,0
80.0,9,1,5.3,5.4,0,0
80.0,9,1,5.4,5.5,0,0
