separation,seed,link_index,start_s,end_s,payload_bytes,late_payload_bytes
80,17,0,0.5,0.6,369472,0
80.0,17,0,0.6,0.7,376832,0
80.0,17,0,0.7,0.8,372416,0
80.0,17,0,0.8,0.9,373888,0
80.0,17,0,0.9,1.0,370944,0
80.0,17,0,1.0,1.1,379776,0
80.0,17,0,1.1,1.2,373888,0
80.0,17,0,1.2,1.3,372416,0
80.0,17,0,1.3,1.4,375360,0
80.0,17,0,1.4,1.5,378304,0
80.0,17,0,1.5,1.6,373888,0
80.0,17,0,1.6,1.7,381248,0
80.0,17,0,1.7,1.8,378304,0
80.0,17,0,1.8,1.9,375360,0
80.0,17,0,1.9,2.0,373888,0
80.0,17,0,2.0,2.1,154560,0
80.0,17,0,2.1,2.2,173696,0
80.0,17,0,2.2,2.3,169280,0
80.0,17,0,2.3,2.4,92736,0
80.0,17,0,2.4,2.5,153088,0
80.0,17,0,2.5,2.6,133952,0
80.0,17,0,2.6,2.7,117760,0
80.0,17,0,2.7,2.8,128064,0
80.0,17,0,2.8,2.9,141312,0
80.0,17,0,2.9,3.0,161920,0
80.0,17,0,3.0,3.1,135424,0
80.0,17,0,3.1,3.2,97152,0
80.0,17,0,3.2,3.3,131008,0
80.0,17,0,3.3,3.4,160448,0
80.0,17,0,3.4,3.5,145728,0
80.0,17,0,3.5,3.6,138368,0
80.0,17,0,3.6,3.7,179584,0
80.0,17,0,3.7,3.8,119232,0
80.0,17,0,3.8,3.9,141312,0
80.0,17,0,3.9,4.0,173696,0
80.0,17,0,4.0,4.1,369472,0
80.0,17,0,4.1,4.2,378304,0
80.0,17,0,4.2,4.3,378304,0
80.0,17,0,4.3,4.4,376832,0
80.0,17,0,4.4,4.5,381248,0
80.0,17,0,4.5,4.6,376832,0
80.0,17,0,4.6,4.7,381248,0
80.0,17,0,4.7,4.8,378304,0
80.0,17,0,4.8,4.9,375360,0
80.0,17,0,4.9,5.0,376832,0
80.0,17,0,5.0,5.1,375360,0
80.0,17,0,5.1,5.2,379776,0
80.0,17,0,5.2,5.3,375360,0
80.0,17,0,5.3,5.4,378304,0
80.0,17,0,5.4,5.5,376832,0
80.0,17,1,0.5,0.6,0,0
80.0,17,1,0.6,0.7,0,0
80.0,17,1,0.7,0.8,0,0
80.0,17,1,0.8,0.9,0,0
80.0,17,1,0.9,1.0,0,0
80.0,17,1,1.0,1.1,0,0
80.0,17,1,1.1,1.2,0,0
80.0,17,1,1.2,1.3,0,0
80.0,17,1,1.3,1.4,0,0
80.0,17,1,1.4,1.5,0,0
80.0,17,1,1.5,1.6,0,0
80.0,17,1,1.6,1.7,0,0
80.0,17,1,1.7,1.8,0,0
80.0,17,1,1.8,1.9,0,0
80.0,17,1,1.9,2.0,0,0
80.0,17,1,2.0,2.1,110400,0
80.0,17,1,2.1,2.2,107456,0
80.0,17,1,2.2,2.3,86848,0
80.0,17,1,2.3,2.4,200192,0
80.0,17,1,2.4,2.5,113344,0
80.0,17,1,2.5,2.6,132480,0
80.0,17,1,2.6,2.7,148672,0
80.0,17,1,2.7,2.8,144256,0
80.0,17,1,2.8,2.9,125120,0
80.0,17,1,2.9,3.0,92736,0
80.0,17,1,3.0,3.1,138368,0
80.0,17,1,3.1,3.2,156032,0
80.0,17,1,3.2,3.3,153088,0
80.0,17,1,3.3,3.4,97152,0
80.0,17,1,3.4,3.5,142784,0
80.0,17,1,3.5,3.6,98624,0
80.0,17,1,3.6,3.7,78016,0
80.0,17,1,3.7,3.8,141312,0
80.0,17,1,3.8,3.9,126592,0
80.0,17,1,3.9,4.0,113344,0
80.0,17,1,4.0,4.1,0,0
80.0,17,1,4.1,4.2,0,0
80.0,17,1,4.2,4.3,0,0
80.0,17,1,4.3,4.4,0,0
80.0,17,1,4.4,4.5,0,0
80.0,17,1,4.5,4.6,0,0
80.0,17,1,4.6,4.7,0,0
80.0,17,1,4.7,4.8,0,0
80.0,17,1,4.8,4.9,0,0
80.0,17,1,4.9,5.0,0,0
80.0,17,1,5.0,5.1,0,0
80.0,17,1,5.1,5.2,0,0
80.0,17,1,5.2,5.3,0,0
80.0,17,1,5.3,5.4,0,0
80.0,17,1,5.4,5.5,0,0
