separation,seed,link_index,start_s,end_s,payload_bytes,late_payload_bytes
40,7,0,0.5,0.6,372416,0
40.0,7,0,0.6,0.7,378304,0
40.0,7,0,0.7,0.8,378304,0
40.0,7,0,0.8,0.9,375360,0
40.0,7,0,0.9,1.0,376832,0
40.0,7,0,1.0,1.1,375360,0
40.0,7,0,1.1,1.2,372416,0
40.0,7,0,1.2,1.3,373888,0
40.0,7,0,1.3,1.4,378304,0
40.0,7,0,1.4,1.5,373888,0
40.0,7,0,1.5,1.6,375360,0
40.0,7,0,1.6,1.7,378304,0
40.0,7,0,1.7,1.8,376832,0
40.0,7,0,1.8,1.9,375360,0
40.0,7,0,1.9,2.0,373888,0
40.0,7,0,2.0,2.1,206080,0
40.0,7,0,2.1,2.2,210496,0
40.0,7,0,2.2,2.3,213440,0
40.0,7,0,2.3,2.4,200192,0
40.0,7,0,2.4,2.5,204608,0
40.0,7,0,2.5,2.6,197248,0
40.0,7,0,2.6,2.7,234048,0
40.0,7,0,2.7,2.8,201664,0
40.0,7,0,2.8,2.9,220800,0
40.0,7,0,2.9,3.0,194304,0
40.0,7,0,3.0,3.1,222272,0
40.0,7,0,3.1,3.2,214912,0
40.0,7,0,3.2,3.3,201664,0
40.0,7,0,3.3,3.4,209024,0
40.0,7,0,3.4,3.5,216384,0
40.0,7,0,3.5,3.6,194304,0
40.0,7,0,3.6,3.7,194304,0
40.0,7,0,3.7,3.8,198720,0
40.0,7,0,3.8,3.9,217856,0
40.0,7,0,3.9,4.0,200192,0
40.0,7,0,4.0,4.1,378304,0
40.0,7,0,4.1,4.2,373888,0
40.0,7,0,4.2,4.3,378304,0
40.0,7,0,4.3,4.4,372416,0
40.0,7,0,4.4,4.5,378304,0
40.0,7,0,4.5,4.6,372416,0
40.0,7,0,4.6,4.7,375360,0
40.0,7,0,4.7,4.8,379776,0
40.0,7,0,4.8,4.9,375360,0
40.0,7,0,4.9,5.0,370944,0
40.0,7,0,5.0,5.1,379776,0
40.0,7,0,5.1,5.2,375360,0
40.0,7,0,5.2,5.3,376832,0
40.0,7,0,5.3,5.4,372416,0
40.0,7,0,5.4,5.5,375360,0
40.0,7,1,0.5,0.6,0,1472
40.0,7,1,0.6,0.7,0,1472
40.0,7,1,0.7,0.8,0,1472
40.0,7,1,0.8,0.9,0,1472
40.0,7,1,0.9,1.0,0,1472
40.0,7,1,1.0,1.1,0,1472
40.0,7,1,1.1,1.2,0,1472
40.0,7,1,1.2,1.3,0,1472
40.0,7,1,1.3,1.4,0,1472
40.0,7,1,1.4,1.5,0,1472
40.0,7,1,1.5,1.6,0,1472
40.0,7,1,1.6,1.7,0,1472
40.0,7,1,1.7,1.8,0,1472
40.0,7,1,1.8,1.9,0,1472
40.0,7,1,1.9,2.0,0,1472
40.0,7,1,2.0,2.1,206080,1472
40.0,7,1,2.1,2.2,203136,1472
40.0,7,1,2.2,2.3,197248,1472
40.0,7,1,2.3,2.4,211968,1472
40.0,7,1,2.4,2.5,210496,1472
40.0,7,1,2.5,2.6,214912,1472
40.0,7,1,2.6,2.7,182528,1472
40.0,7,1,2.7,2.8,210496,1472
40.0,7,1,2.8,2.9,194304,1472
40.0,7,1,2.9,3.0,216384,1472
40.0,7,1,3.0,3.1,192832,1472
40.0,7,1,3.1,3.2,198720,1472
40.0,7,1,3.2,3.3,210496,1472
40.0,7,1,3.3,3.4,203136,1472
40.0,7,1,3.4,3.5,197248,1472
40.0,7,1,3.5,3.6,213440,1472
40.0,7,1,3.6,3.7,216384,1472
40.0,7,1,3.7,3.8,216384,1472
40.0,7,1,3.8,3.9,194304,1472
40.0,7,1,3.9,4.0,216384,1472
40.0,7,1,4.0,4.1,1472,1472
40.0,7,1,4.1,4.2,0,1472
40.0,7,1,4.2,4.3,0,1472
40.0,7,1,4.3,4.4,0,1472
40.0,7,1,4.4,4.5,0,1472
40.0,7,1,4.5,4.6,0,1472
40.0,7,1,4.6,4.7,0,1472
40.0,7,1,4.7,4.8,0,1472
40.0,7,1,4.8,4.9,0,1472
40.0,7,1,4.9,5.0,0,1472
40.0,7,1,5.0,5.1,0,1472
40.0,7,1,5.1,5.2,0,1472
40.0,7,1,5.2,5.3,0,1472
40.0,7,1,5.3,5.4,0,1472
40.0,7,1,5.4,5.5,0,1472
