separation,seed,link_index,start_s,end_s,payload_bytes,late_payload_bytes
80,19,0,0.5,0.6,376832,0
80.0,19,0,0.6,0.7,375360,0
80.0,19,0,0.7,0.8,372416,0
80.0,19,0,0.8,0.9,379776,0
80.0,19,0,0.9,1.0,378304,0
80.0,19,0,1.0,1.1,373888,0
80.0,19,0,1.1,1.2,375360,0
80.0,19,0,1.2,1.3,378304,0
80.0,19,0,1.3,1.4,372416,0
80.0,19,0,1.4,1.5,373888,0
80.0,19,0,1.5,1.6,372416,0
80.0,19,0,1.6,1.7,376832,0
80.0,19,0,1.7,1.8,376832,0
80.0,19,0,1.8,1.9,376832,0
80.0,19,0,1.9,2.0,379776,0
80.0,19,0,2.0,2.1,156032,0
80.0,19,0,2.1,2.2,117760,0
80.0,19,0,2.2,2.3,154560,0
80.0,19,0,2.3,2.4,119232,0
80.0,19,0,2.4,2.5,169280,0
80.0,19,0,2.5,2.6,108928,0
80.0,19,0,2.6,2.7,139840,0
80.0,19,0,2.7,2.8,170752,0
80.0,19,0,2.8,2.9,145728,0
80.0,19,0,2.9,3.0,164864,0
80.0,19,0,3.0,3.1,94208,0
80.0,19,0,3.1,3.2,110400,0
80.0,19,0,3.2,3.3,120704,0
80.0,19,0,3.3,3.4,161920,0
80.0,19,0,3.4,3.5,169280,0
80.0,19,0,3.5,3.6,86848,0
80.0,19,0,3.6,3.7,98624,0
80.0,19,0,3.7,3.8,160448,0
80.0,19,0,3.8,3.9,122176,0
80.0,19,0,3.9,4.0,169280,0
80.0,19,0,4.0,4.1,368000,0
80.0,19,0,4.1,4.2,381248,0
80.0,19,0,4.2,4.3,375360,0
80.0,19,0,4.3,4.4,369472,0
80.0,19,0,4.4,4.5,372416,0
80.0,19,0,4.5,4.6,376832,0
80.0,19,0,4.6,4.7,376832,0
80.0,19,0,4.7,4.8,378304,0
80.0,19,0,4.8,4.9,376832,0
80.0,19,0,4.9,5.0,378304,0
80.0,19,0,5.0,5.1,376832,0
80.0,19,0,5.1,5.2,376832,0
80.0,19,0,5.2,5.3,375360,0
80.0,19,0,5.3,5.4,381248,0
80.0,19,0,5.4,5.5,370944,0
80.0,19,1,0.5,0.6,0,0
80.0,19,1,0.6,0.7,0,0
80.0,19,1,0.7,0.8,0,0
80.0,19,1,0.8,0.9,0,0
80.0,19,1,0.9,1.0,0,0
80.0,19,1,1.0,1.1,0,0
80.0,19,1,1.1,1.2,0,0
80.0,19,1,1.2,1.3,0,0
80.0,19,1,1.3,1.4,0,0
80.0,19,1,1.4,1.5,0,0
80.0,19,1,1.5,1.6,0,0
80.0,19,1,1.6,1.7,0,0
80.0,19,1,1.7,1.8,0,0
80.0,19,1,1.8,1.9,0,0
80.0,19,1,1.9,2.0,0,0
80.0,19,1,2.0,2.1,117760,0
80.0,19,1,2.1,2.2,126592,0
80.0,19,1,2.2,2.3,103040,0
80.0,19,1,2.3,2.4,132480,0
80.0,19,1,2.4,2.5,100096,0
80.0,19,1,2.5,2.6,169280,0
80.0,19,1,2.6,2.7,145728,0
80.0,19,1,2.7,2.8,108928,0
80.0,19,1,2.8,2.9,122176,0
80.0,19,1,2.9,3.0,103040,0
80.0,19,1,3.0,3.1,176640,0
80.0,19,1,3.1,3.2,172224,0
80.0,19,1,3.2,3.3,125120,0
80.0,19,1,3.3,3.4,110400,0
80.0,19,1,3.4,3.5,125120,0
80.0,19,1,3.5,3.6,206080,0
80.0,19,1,3.6,3.7,175168,0
80.0,19,1,3.7,3.8,108928,0
80.0,19,1,3.8,3.9,141312,0
80.0,19,1,3.9,4.0,100096,0
80.0,19,1,4.0,4.1,0,0
80.0,19,1,4.1,4.2,0,0
80.0,19,1,4.2,4.3,0,0
80.0,19,1,4.3,4.4,0,0
80.0,19,1,4.4,4.5,0,0
80.0,19,1,4.5,4.6,0,0
80.0,19,1,4.6,4.7,0,0
80.0,19,1,4.7,4.8,0,0
80.0,19,1,4.8,4.9,0,0
80.0,19,1,4.9,5.0,0,0
80.0,19,1,5.0,5.1,0,0
80.0,19,1,5.1,5.2,0,0
80.0,19,1,5.2,5.3,0,0
80.0,19,1,5.3,5.4,0,0
80.0,19,1,5.4,5.5,0,0
