nLinks,seed,link_index,goodput_Mbps,goodput_MBps
6,15,0,7.3988,0.9248
6,15,1,7.5692,0.9461
6,15,2,7.4047,0.9256
6,15,3,7.6775,0.9597
6,15,4,7.6201,0.9525
6,15,5,7.5268,0.9408
