nLinks,seed,link_index,goodput_Mbps,goodput_MBps
8,9,0,5.6799,0.7100
8,9,1,5.4093,0.6762
8,9,2,5.3810,0.6726
8,9,3,5.3733,0.6717
8,9,4,5.4632,0.6829
8,9,5,5.1352,0.6419
8,9,6,5.5146,0.6893
8,9,7,5.6259,0.7032
