nLinks,seed,link_index,goodput_Mbps,goodput_MBps
8,1,0,5.6251,0.7031
8,1,1,5.4619,0.6827
8,1,2,5.2363,0.6545
8,1,3,5.2919,0.6615
8,1,4,5.4212,0.6777
8,1,5,5.3514,0.6689
8,1,6,5.6041,0.7005
8,1,7,5.5810,0.6976
