nLinks,seed,link_index,goodput_Mbps,goodput_MBps
6,20,0,7.4703,0.9338
6,20,1,7.5443,0.9430
6,20,2,7.5863,0.9483
6,20,3,7.6137,0.9517
6,20,4,7.5169,0.9396
6,20,5,7.5199,0.9400
