nLinks,seed,link_index,goodput_Mbps,goodput_MBps
8,19,0,5.6662,0.7083
8,19,1,5.4075,0.6759
8,19,2,5.1656,0.6457
8,19,3,5.4345,0.6793
8,19,4,5.6037,0.7005
8,19,5,5.3930,0.6741
8,19,6,5.4307,0.6788
8,19,7,5.5232,0.6904
