nLinks,seed,link_index,goodput_Mbps,goodput_MBps
7,19,0,6.3136,0.7892
7,19,1,6.3295,0.7912
7,19,2,6.2790,0.7849
7,19,3,6.3830,0.7979
7,19,4,6.2139,0.7767
7,19,5,6.1886,0.7736
7,19,6,6.4438,0.8055
