nLinks,seed,link_index,goodput_Mbps,goodput_MBps
6,12,0,7.5088,0.9386
6,12,1,7.4994,0.9374
6,12,2,7.4686,0.9336
6,12,3,7.6694,0.9587
6,12,4,7.4673,0.9334
6,12,5,7.4317,0.9290
