nLinks,seed,link_index,goodput_Mbps,goodput_MBps
8,4,0,5.7801,0.7225
8,4,1,5.4388,0.6798
8,4,2,5.1622,0.6453
8,4,3,5.4375,0.6797
8,4,4,5.4958,0.6870
8,4,5,5.3527,0.6691
8,4,6,5.3926,0.6741
8,4,7,5.5493,0.6937
