nLinks,seed,link_index,goodput_Mbps,goodput_MBps
6,14,0,7.4690,0.9336
6,14,1,7.4823,0.9353
6,14,2,7.5893,0.9487
6,14,3,7.5576,0.9447
6,14,4,7.5773,0.9472
6,14,5,7.5272,0.9409
