nLinks,seed,link_index,goodput_Mbps,goodput_MBps
6,3,0,7.3975,0.9247
6,3,1,7.4189,0.9274
6,3,2,7.4561,0.9320
6,3,3,7.6086,0.9511
6,3,4,7.8193,0.9774
6,3,5,7.5182,0.9398
